7	96			617193	838419	20180804	20180810	084000	105	ZZ			1
7	97			617187	803083	20180804	20180810	084100	136	ZZ			1
7	98			156116	216937	20180804	20180810	084200	1766	ZZ			1
7	99			156113	216757	20180804	20180810	084300	1374	ZZ			1
7	100			171537	231415	20180804	20180810	084400	751	AD			1
7	101			186038	251692	20180804	20180810	084500	546	ZZ			1
7	102			188239	254183	20180804	20180810	084600		AN			1
7	103			10001951	111721	20180804	20180810	084700	4001	ZZ			1
7	104			10002074	111724	20180804	20180810	084800	3898	ZZ			1
7	105			10057651	396046	20180804	20180810	084900		AG			1
7	106			238202	316167	20180804	20180810	085000		AG			1
7	107			649239	337031	20180804	20180810	085100		AG			1
7	108			10052066	336375	20180804	20180810	085200		AG			1
7	109			10051601	301886	20180804	20180810	085300		AG			1
7	110			231814	885238	20180804	20180810	085400		AG			1
7	111			10051524	323473	20180804	20180810	085500		AG			1
7	112			618960	834232	20180804	20180810	085600		AG			1
7	113			10052184	352204	20180804	20180810	085700		AG			1
7	114			10055312	376893	20180804	20180810	085800		AG			1
7	115			10052154	353797	20180804	20180810	085900		AG			1
7	116			492079	624981	20180804	20180810	090000		AG			1
7	117			301610	380040	20180804	20180810	090100		AG			1
7	118			10052505	366357	20180804	20180810	090200		AG			1
7	119			10068516	478401	20180804	20180810	090300		AG			1
7	120			288046	374615	20180804	20180810	090400		AG			1
7	121			10073784	523874	20180804	20180810	090500		AG			1
7	122			527265	729706	20180804	20180810	090600		AG			1
7	123			509944	689430	20180804	20180810	090700		AG			1
7	124			640958	820914	20180804	20180810	090800		AA			1
7	125			241693	345150	20180804	20180809	090900	1281	ZZ			1
7	126			241503	346796	20180804	20180809	091000	143	ZZ			1
7	127			251554	337972	20180804	20180809	091100	0	ZZ		AA	1
7	128			241486	352366	20180804	20180809	091200	400	ZZ			1
7	129			534734	717525	20180804	20180809	091300	107	ZZ			1
7	130			170583323	824630	20180804	20180809	091400	176	ZZ			1
7	131			170583325	824631	20180804	20180809	091500	157	ZZ			1
7	132			318570	410689	20180804	20180809	091600	0	ZZ		   AA   no se ubico direccion	1
7	133			318722	409393	20180804	20180809	091700	857	ZZ			1
7	134			330580	418693	20180804	20180809	091800	517	ZZ			1
7	135			553889	810337	20180804	20180809	091900	182	ZZ			1
7	136			5274234	931791	20180804	20180809	092000	0	ZZ		AA interno en construcciom	1
7	137			10061315	926191	20180804	20180809	092100	0	ZZ		AA  NO SE UBICO	1
7	138			330517	434360	20180804	20180809	092200	290	ZZ			1
7	139			318458	422348	20180804	20180809	092300	0	ZZ		AA	1
7	140			578176	811765	20180804	20180809	092400	0	ZZ		AA	1
7	141			302426	364708	20180804	20180809	092500	0	ZZ		obstruido	1
7	142			285979	372606	20180804	20180809	092600	0	ZZ		AA	1
7	143			288241	366561	20180804	20180809	092700	0	ZZ		AA no se ubico	1
7	144			392004	468974	20180804	20180809	092800	88	ZZ			1
7	145			299479	371091	20180804	20180809	092900	323	ZZ			1
7	146			627590	851176	20180804	20180809	093000	24	ZZ			1
7	147			237778	336853	20180804	20180809	093100	115	ZZ			1
7	148			650632	796932	20180804	20180809	093200	36	ZZ			1
7	149			10059747	421599	20180804	20180809	093300	864	ZZ			1
7	150			253789	339210	20180804	20180809	093400	954	ZZ			1
7	151			259553	342670	20180804	20180809	093500	178	ZZ			1
7	152			259554	343397	20180804	20180809	093600	186	ZZ			1
7	153			259672	352731	20180804	20180809	093700	166	ZZ			1
7	154			669855	865698	20180804	20180809	093800	48	ZZ			1
7	155			536088	709771	20180804	20180809	093900	0	ZZ		AA obstruido	1
7	156			251977	353274	20180804	20180809	094000	574	ZZ			1
7	157			241551	346709	20180804	20180809	094100	629	ZZ			1
7	158			483651	662885	20180804	20180809	094200	137	ZZ			1
7	159			284916	365200	20180804	20180809	094300	0	ZZ		AA	1
7	160			525399	726952	20180804	20180809	094400	396	ZZ			1
7	161			488141	676067	20180804	20180809	094500	211	ZZ			1
7	162			648458	793568	20180804	20180809	094600	0	ZZ		AA NO SE UBICA DIRECCION	1
7	163			662720	853781	20180804	20180809	094700	0	ZZ		AA	1
7	164			662718	841497	20180804	20180809	094800	0	ZZ		AA	1
7	165			573303	739104	20180804	20180809	094900	0	ZZ		AA	1
7	166			648709	745980	20180804	20180809	095000	0	ZZ		AA	1
7	167			535814	729714	20180804	20180809	095100	0	ZZ		AA	1
7	168			527370	716012	20180804	20180809	095200	0	ZZ		AA	1
7	169			662550	879818	20180804	20180809	095300	0	ZZ		AA	1
7	170			301377	379800	20180804	20180809	095400	0	ZZ		AA	1
7	171			285402	374956	20180804	20180809	095500	0	ZZ		AA	1
7	172			531216	934800	20180804	20180809	095600	0	ZZ			1
7	173			595678	718792	20180804	20180809	095700	55	ZZ			1
7	174			292002	398428	20180804	20180809	095800	0	ZZ		AA	1
7	175			299348	374482	20180804	20180809	095900	0	ZZ		AA	1
7	176			285436	372527	20180804	20180809	100000	970	ZZ			1
7	177			483825	673890	20180804	20180809	100100	0	ZZ		AAA	1
7	178			299270	372505	20180804	20180809	100200	288	ZZ			1
7	179			573702	774781	20180804	20180809	100300	0	ZZ		AA	1
7	180			553395	774713	20180804	20180809	100400	0	ZZ		AA	1
7	181			545710	747942	20180804	20180809	100500	0	ZZ		vigilante no permite ingreso	1
7	192			10076914	532834		20180810	101600		AA			1
7	270			357388	463343		20180810	113400	0	ZZ		mi	1
7	271			342269	450480		20180810	113500	0	ZZ		mi	1
7	275			259121	350097		20180810	113900	586	ZZ			1
